benchmark,run,metric,value,unit,direction,role,source
lavaMD-cuda,1,device_offloading_time,205.157995224,ms,lower,secondary,baseline/results/951758/lavaMD-cuda/run-1.log
lavaMD-cuda,1,kernel_execution_time,29.126999899999998,ms,lower,primary,baseline/results/951758/lavaMD-cuda/run-1.log
lavaMD-cuda,2,device_offloading_time,211.14100515799998,ms,lower,secondary,baseline/results/951758/lavaMD-cuda/run-2.log
lavaMD-cuda,2,kernel_execution_time,29.108000919,ms,lower,primary,baseline/results/951758/lavaMD-cuda/run-2.log
lavaMD-cuda,3,device_offloading_time,205.74800670099998,ms,lower,secondary,baseline/results/951758/lavaMD-cuda/run-3.log
lavaMD-cuda,3,kernel_execution_time,29.116999357999997,ms,lower,primary,baseline/results/951758/lavaMD-cuda/run-3.log
lavaMD-cuda,4,device_offloading_time,219.943001866,ms,lower,secondary,baseline/results/951758/lavaMD-cuda/run-4.log
lavaMD-cuda,4,kernel_execution_time,29.118999839,ms,lower,primary,baseline/results/951758/lavaMD-cuda/run-4.log
lavaMD-cuda,5,device_offloading_time,214.787006378,ms,lower,secondary,baseline/results/951758/lavaMD-cuda/run-5.log
lavaMD-cuda,5,kernel_execution_time,29.107000679,ms,lower,primary,baseline/results/951758/lavaMD-cuda/run-5.log
miniWeather-cuda,1,main_time_step_loop,1199.115,ms,lower,primary,baseline/results/951758/miniWeather-cuda/run-1.log
miniWeather-cuda,2,main_time_step_loop,1208.191,ms,lower,primary,baseline/results/951758/miniWeather-cuda/run-2.log
miniWeather-cuda,3,main_time_step_loop,1205.77,ms,lower,primary,baseline/results/951758/miniWeather-cuda/run-3.log
miniWeather-cuda,4,main_time_step_loop,1202.3539999999998,ms,lower,primary,baseline/results/951758/miniWeather-cuda/run-4.log
miniWeather-cuda,5,main_time_step_loop,1199.927,ms,lower,primary,baseline/results/951758/miniWeather-cuda/run-5.log
nbody-cuda,1,total_time,23.4993,ms,lower,primary,baseline/results/951758/nbody-cuda/run-1.log
nbody-cuda,1,average_performance,2309.06,GFLOP/s,higher,secondary,baseline/results/951758/nbody-cuda/run-1.log
nbody-cuda,2,total_time,23.492900000000002,ms,lower,primary,baseline/results/951758/nbody-cuda/run-2.log
nbody-cuda,2,average_performance,2310.09,GFLOP/s,higher,secondary,baseline/results/951758/nbody-cuda/run-2.log
nbody-cuda,3,total_time,27.705199999999998,ms,lower,primary,baseline/results/951758/nbody-cuda/run-3.log
nbody-cuda,3,average_performance,1956.37,GFLOP/s,higher,secondary,baseline/results/951758/nbody-cuda/run-3.log
nbody-cuda,4,total_time,27.7093,ms,lower,primary,baseline/results/951758/nbody-cuda/run-4.log
nbody-cuda,4,average_performance,1956.58,GFLOP/s,higher,secondary,baseline/results/951758/nbody-cuda/run-4.log
nbody-cuda,5,total_time,27.880200000000002,ms,lower,primary,baseline/results/951758/nbody-cuda/run-5.log
nbody-cuda,5,average_performance,1956.83,GFLOP/s,higher,secondary,baseline/results/951758/nbody-cuda/run-5.log
nw-cuda,1,total_kernel_execution_time,21.964000000000002,ms,lower,primary,baseline/results/951758/nw-cuda/run-1.log
nw-cuda,2,total_kernel_execution_time,22.014,ms,lower,primary,baseline/results/951758/nw-cuda/run-2.log
nw-cuda,3,total_kernel_execution_time,21.928,ms,lower,primary,baseline/results/951758/nw-cuda/run-3.log
nw-cuda,4,total_kernel_execution_time,22.032,ms,lower,primary,baseline/results/951758/nw-cuda/run-4.log
nw-cuda,5,total_kernel_execution_time,21.998,ms,lower,primary,baseline/results/951758/nw-cuda/run-5.log
scan-cuda,1,block_128.bytes_1.with_conflicts,3.0920883789999998,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_128.bytes_1.without_conflicts,3.5217529300000003,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_128.bytes_2.with_conflicts,3.648379883,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_128.bytes_2.without_conflicts,3.708759766,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_128.bytes_4.with_conflicts,4.891031738,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_128.bytes_4.without_conflicts,3.5192124020000004,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_128.bytes_8.with_conflicts,8.372326172,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_128.bytes_8.without_conflicts,6.132887695000001,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_256.bytes_1.with_conflicts,3.197912109,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_256.bytes_1.without_conflicts,3.3636384280000002,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_256.bytes_2.with_conflicts,3.7710205080000003,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_256.bytes_2.without_conflicts,3.535326904,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_256.bytes_4.with_conflicts,5.298624512000001,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_256.bytes_4.without_conflicts,3.253243652,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_256.bytes_8.with_conflicts,8.354324219,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_256.bytes_8.without_conflicts,8.022582031,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_512.bytes_1.with_conflicts,3.36071875,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_512.bytes_1.without_conflicts,3.8253034670000003,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_512.bytes_2.with_conflicts,4.24477832,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_512.bytes_2.without_conflicts,3.823907715,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_512.bytes_4.with_conflicts,5.226999512000001,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_512.bytes_4.without_conflicts,3.714148438,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_512.bytes_8.with_conflicts,8.358145508,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_512.bytes_8.without_conflicts,6.358937012,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_1024.bytes_1.with_conflicts,3.953249023,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_1024.bytes_1.without_conflicts,3.980233154,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_1024.bytes_2.with_conflicts,4.186290039,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_1024.bytes_2.without_conflicts,4.159428223,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_1024.bytes_4.with_conflicts,5.604818359,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_1024.bytes_4.without_conflicts,4.014445557,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_1024.bytes_8.with_conflicts,8.282420898,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_1024.bytes_8.without_conflicts,6.581356445000001,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_2048.bytes_1.with_conflicts,4.032404785000001,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_2048.bytes_1.without_conflicts,5.139959473,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_2048.bytes_2.with_conflicts,4.6856948240000005,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_2048.bytes_2.without_conflicts,5.399006836,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_2048.bytes_4.with_conflicts,6.11833252,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_2048.bytes_4.without_conflicts,5.617100585999999,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_2048.bytes_8.with_conflicts,8.845299805000002,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,1,block_2048.bytes_8.without_conflicts,8.004085449,ms,lower,primary,baseline/results/951758/scan-cuda/run-1.log
scan-cuda,2,block_128.bytes_1.with_conflicts,3.089157715,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_128.bytes_1.without_conflicts,3.523133789,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_128.bytes_2.with_conflicts,3.648221924,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_128.bytes_2.without_conflicts,3.710273438,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_128.bytes_4.with_conflicts,4.894785156,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_128.bytes_4.without_conflicts,3.521182617,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_128.bytes_8.with_conflicts,8.373823242,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_128.bytes_8.without_conflicts,6.131242676,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_256.bytes_1.with_conflicts,3.198507812,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_256.bytes_1.without_conflicts,3.3633852539999998,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_256.bytes_2.with_conflicts,3.7698017580000003,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_256.bytes_2.without_conflicts,3.5347043460000003,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_256.bytes_4.with_conflicts,5.0318911129999995,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_256.bytes_4.without_conflicts,3.253237549,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_256.bytes_8.with_conflicts,8.35328125,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_256.bytes_8.without_conflicts,8.021051270000001,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_512.bytes_1.with_conflicts,3.358888672,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_512.bytes_1.without_conflicts,3.8271115719999997,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_512.bytes_2.with_conflicts,3.949126953,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_512.bytes_2.without_conflicts,3.812125732,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_512.bytes_4.with_conflicts,5.226219238,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_512.bytes_4.without_conflicts,3.717334961,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_512.bytes_8.with_conflicts,8.357666016,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_512.bytes_8.without_conflicts,6.358593262,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_1024.bytes_1.with_conflicts,3.607496338,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_1024.bytes_1.without_conflicts,3.980112549,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_1024.bytes_2.with_conflicts,4.185316895,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_1024.bytes_2.without_conflicts,4.159480469,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_1024.bytes_4.with_conflicts,5.605629395,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_1024.bytes_4.without_conflicts,4.019216309,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_1024.bytes_8.with_conflicts,8.286912109000001,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_1024.bytes_8.without_conflicts,6.592268066,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_2048.bytes_1.with_conflicts,4.030344727,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_2048.bytes_1.without_conflicts,5.139550781,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_2048.bytes_2.with_conflicts,4.68490332,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_2048.bytes_2.without_conflicts,5.3988149409999995,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_2048.bytes_4.with_conflicts,6.117496094,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_2048.bytes_4.without_conflicts,5.616779784999999,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_2048.bytes_8.with_conflicts,8.842428711,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,2,block_2048.bytes_8.without_conflicts,8.006294434,ms,lower,primary,baseline/results/951758/scan-cuda/run-2.log
scan-cuda,3,block_128.bytes_1.with_conflicts,3.08878418,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_128.bytes_1.without_conflicts,3.520113525,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_128.bytes_2.with_conflicts,3.645072266,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_128.bytes_2.without_conflicts,3.708056152,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_128.bytes_4.with_conflicts,4.891437988,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_128.bytes_4.without_conflicts,3.518688232,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_128.bytes_8.with_conflicts,8.367489257999999,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_128.bytes_8.without_conflicts,6.128459473,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_256.bytes_1.with_conflicts,3.19857666,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_256.bytes_1.without_conflicts,3.363545898,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_256.bytes_2.with_conflicts,3.7701728520000004,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_256.bytes_2.without_conflicts,3.5329685060000005,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_256.bytes_4.with_conflicts,5.284113281,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_256.bytes_4.without_conflicts,3.251675537,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_256.bytes_8.with_conflicts,8.353230469,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_256.bytes_8.without_conflicts,8.024144531,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_512.bytes_1.with_conflicts,3.36007251,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_512.bytes_1.without_conflicts,3.827462158,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_512.bytes_2.with_conflicts,4.225041992,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_512.bytes_2.without_conflicts,3.81195166,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_512.bytes_4.with_conflicts,5.225624512,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_512.bytes_4.without_conflicts,3.717633789,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_512.bytes_8.with_conflicts,8.365527344,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_512.bytes_8.without_conflicts,6.356598633,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_1024.bytes_1.with_conflicts,4.051134033,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_1024.bytes_1.without_conflicts,3.979015625,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_1024.bytes_2.with_conflicts,4.185288086,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_1024.bytes_2.without_conflicts,4.159865234,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_1024.bytes_4.with_conflicts,5.60397168,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_1024.bytes_4.without_conflicts,4.009810303,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_1024.bytes_8.with_conflicts,8.280354492,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_1024.bytes_8.without_conflicts,6.583741699,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_2048.bytes_1.with_conflicts,4.031265869,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_2048.bytes_1.without_conflicts,5.140035156,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_2048.bytes_2.with_conflicts,4.685113281,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_2048.bytes_2.without_conflicts,5.398852539000001,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_2048.bytes_4.with_conflicts,6.11740918,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_2048.bytes_4.without_conflicts,5.6161533200000004,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_2048.bytes_8.with_conflicts,8.840363281,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,3,block_2048.bytes_8.without_conflicts,8.00859375,ms,lower,primary,baseline/results/951758/scan-cuda/run-3.log
scan-cuda,4,block_128.bytes_1.with_conflicts,3.090136963,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_128.bytes_1.without_conflicts,3.5207072750000004,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_128.bytes_2.with_conflicts,3.649594482,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_128.bytes_2.without_conflicts,3.7126096189999997,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_128.bytes_4.with_conflicts,4.890393555,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_128.bytes_4.without_conflicts,3.519659424,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_128.bytes_8.with_conflicts,8.376464844000001,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_128.bytes_8.without_conflicts,6.1306494140000005,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_256.bytes_1.with_conflicts,3.1996740719999996,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_256.bytes_1.without_conflicts,3.365587402,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_256.bytes_2.with_conflicts,3.771481934,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_256.bytes_2.without_conflicts,3.535066895,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_256.bytes_4.with_conflicts,5.030908203,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_256.bytes_4.without_conflicts,3.252261963,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_256.bytes_8.with_conflicts,8.350682617,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_256.bytes_8.without_conflicts,8.026553711,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_512.bytes_1.with_conflicts,3.359609131,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_512.bytes_1.without_conflicts,3.827278809,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_512.bytes_2.with_conflicts,3.9489353030000003,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_512.bytes_2.without_conflicts,3.816436279,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_512.bytes_4.with_conflicts,5.225692382999999,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_512.bytes_4.without_conflicts,3.7159665530000003,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_512.bytes_8.with_conflicts,8.359200195,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_512.bytes_8.without_conflicts,6.358314453,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_1024.bytes_1.with_conflicts,3.607259033,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_1024.bytes_1.without_conflicts,3.9795085450000003,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_1024.bytes_2.with_conflicts,4.185007324,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_1024.bytes_2.without_conflicts,4.159859375,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_1024.bytes_4.with_conflicts,5.603966797,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_1024.bytes_4.without_conflicts,4.014479004,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_1024.bytes_8.with_conflicts,8.280920898,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_1024.bytes_8.without_conflicts,6.588180664,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_2048.bytes_1.with_conflicts,4.031481201,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_2048.bytes_1.without_conflicts,5.139878418,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_2048.bytes_2.with_conflicts,4.684872070000001,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_2048.bytes_2.without_conflicts,5.398370605,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_2048.bytes_4.with_conflicts,6.118226074,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_2048.bytes_4.without_conflicts,5.618394531,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_2048.bytes_8.with_conflicts,8.846008788999999,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,4,block_2048.bytes_8.without_conflicts,8.001771973,ms,lower,primary,baseline/results/951758/scan-cuda/run-4.log
scan-cuda,5,block_128.bytes_1.with_conflicts,3.090029785,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_128.bytes_1.without_conflicts,3.5176203609999996,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_128.bytes_2.with_conflicts,3.646650635,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_128.bytes_2.without_conflicts,3.710402832,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_128.bytes_4.with_conflicts,4.894497070000001,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_128.bytes_4.without_conflicts,3.5198222660000003,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_128.bytes_8.with_conflicts,8.36918457,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_128.bytes_8.without_conflicts,6.12752002,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_256.bytes_1.with_conflicts,3.19911084,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_256.bytes_1.without_conflicts,3.364823242,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_256.bytes_2.with_conflicts,3.77144458,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_256.bytes_2.without_conflicts,3.534428223,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_256.bytes_4.with_conflicts,5.090063965000001,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_256.bytes_4.without_conflicts,3.25241748,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_256.bytes_8.with_conflicts,8.351686523,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_256.bytes_8.without_conflicts,8.026618652,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_512.bytes_1.with_conflicts,3.360198242,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_512.bytes_1.without_conflicts,3.827227783,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_512.bytes_2.with_conflicts,4.2157045900000005,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_512.bytes_2.without_conflicts,3.8282897950000003,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_512.bytes_4.with_conflicts,5.225828613,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_512.bytes_4.without_conflicts,3.7159118650000003,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_512.bytes_8.with_conflicts,8.361316406,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_512.bytes_8.without_conflicts,6.358734375,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_1024.bytes_1.with_conflicts,3.8592409670000003,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_1024.bytes_1.without_conflicts,3.9806335450000003,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_1024.bytes_2.with_conflicts,4.186354492,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_1024.bytes_2.without_conflicts,4.160086914000001,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_1024.bytes_4.with_conflicts,5.606150391,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
scan-cuda,5,block_1024.bytes_4.without_conflicts,4.008645508,ms,lower,primary,baseline/results/951758/scan-cuda/run-5.log
